day,pressure,maxtemp,temp,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,dew_excess
144,-4.75,31.0,28.3,26.8,24.4,65.0,49.0,11.8,220.0,9.1,0,3.900000000000002
145,-6.4500000000000455,33.0,30.1,28.0,24.8,75.0,69.0,10.1,230.0,12.6,0,5.300000000000001
146,-5.0499999999999545,33.3,30.3,28.7,25.8,78.0,32.0,11.8,200.0,9.1,0,4.5
148,-5.0499999999999545,32.3,30.1,28.4,26.4,81.0,30.0,11.5,230.0,39.3,0,3.700000000000003
149,-3.3500000000000227,32.4,30.2,29.0,24.3,79.0,32.0,1.5,220.0,30.4,0,5.899999999999999
151,-3.4500000000000455,33.0,30.4,27.9,26.2,79.0,21.0,8.5,220.0,50.6,0,4.199999999999999
153,-5.5499999999999545,32.0,30.4,28.3,25.4,74.0,46.0,10.3,190.0,19.0,0,5.0
156,-5.149999999999977,34.0,30.8,28.7,25.2,74.0,22.0,11.8,240.0,12.5,0,5.600000000000001
158,-4.350000000000023,33.4,30.4,28.6,25.7,82.0,72.0,7.7,60.0,40.8,0,4.699999999999999
164,-4.75,35.1,30.8,28.0,25.9,75.0,32.0,9.5,220.0,12.6,0,4.900000000000002
165,-7.75,33.0,30.0,27.4,25.0,74.0,29.0,10.0,190.0,22.6,0,5.0
169,-12.25,32.1,30.0,28.1,25.8,75.0,78.0,8.3,230.0,14.3,0,4.199999999999999
171,-14.25,35.0,31.5,28.2,25.3,76.0,38.0,10.0,280.0,30.0,0,6.199999999999999
175,-5.149999999999977,35.0,31.0,28.4,25.0,75.0,78.0,9.0,280.0,18.0,0,6.0
182,-2.75,32.0,29.1,27.0,25.0,85.0,83.0,6.5,250.0,21.9,0,4.100000000000001
185,-4.149999999999977,33.1,30.8,28.4,24.9,76.0,30.0,9.4,220.0,11.9,0,5.900000000000002
186,-5.4500000000000455,31.4,30.6,28.9,24.8,78.0,58.0,10.3,220.0,15.1,0,5.800000000000001
187,-7.350000000000023,33.2,30.1,27.9,24.8,72.0,28.0,11.8,130.0,14.6,0,5.300000000000001
189,-3.75,33.3,30.0,27.8,25.8,79.0,43.0,9.5,220.0,11.2,0,4.199999999999999
192,-5.25,33.0,30.2,28.4,25.2,78.0,69.0,10.8,220.0,12.0,0,5.0
194,-7.149999999999977,32.3,30.0,28.1,24.7,79.0,57.0,6.1,210.0,20.2,0,5.300000000000001
16,-4.850000000000023,32.3,29.0,26.5,24.4,79.0,40.0,11.2,220.0,12.4,0,4.600000000000001
197,-4.850000000000023,34.4,30.1,28.5,25.6,72.0,41.0,10.4,20.0,4.4,0,4.5
198,-5.149999999999977,33.1,30.1,28.1,25.8,75.0,46.0,10.2,240.0,4.5,0,4.300000000000001
199,-9.850000000000023,33.2,30.6,28.0,24.4,74.0,47.0,10.0,60.0,14.8,0,6.200000000000003
202,-4.850000000000023,33.3,30.6,28.4,24.2,72.0,54.0,10.1,200.0,9.5,0,6.400000000000002
210,-5.149999999999977,33.7,30.3,27.8,24.3,72.0,29.0,5.9,10.0,9.2,0,6.0
214,-4.75,35.0,31.3,27.8,25.3,75.0,30.0,9.1,130.0,9.2,0,6.0
234,-4.649999999999977,31.0,27.1,25.8,25.0,77.0,70.0,6.4,180.0,15.3,0,2.1000000000000014
236,-2.1499999999999773,33.7,30.2,27.6,25.8,75.0,39.0,9.1,130.0,30.5,0,4.399999999999999
237,-7.0499999999999545,32.4,29.1,26.8,22.9,77.0,59.0,3.5,220.0,12.3,0,6.200000000000003
241,1.75,30.7,27.0,25.5,21.4,76.0,49.0,8.8,90.0,21.3,0,5.600000000000001
246,-0.4500000000000455,30.7,27.7,26.0,23.6,75.0,43.0,7.2,90.0,25.1,0,4.099999999999998
248,-7.4500000000000455,31.7,28.7,26.2,25.8,79.0,73.0,7.9,220.0,29.6,0,2.8999999999999986
251,-1.8500000000000227,31.7,28.0,26.9,23.7,75.0,54.0,6.0,20.0,9.1,0,4.300000000000001
151,-4.850000000000023,32.8,29.4,27.0,24.3,74.0,27.0,10.6,220.0,12.4,0,5.099999999999998
253,-3.25,31.5,29.8,27.4,20.4,77.0,60.0,10.2,20.0,20.9,0,9.400000000000002
256,0.9500000000000455,30.9,28.1,25.2,25.2,84.0,60.0,11.1,140.0,12.9,0,2.900000000000002
261,-1.0499999999999545,28.4,26.9,24.3,23.3,79.0,47.0,8.4,240.0,7.9,0,3.599999999999998
264,3.75,30.1,27.8,26.1,24.7,74.0,72.0,11.1,60.0,18.4,0,3.1000000000000014
265,3.1499999999999773,31.9,28.1,26.3,23.4,79.0,47.0,9.1,40.0,43.1,0,4.700000000000003
268,4.75,31.2,26.7,24.7,23.1,78.0,61.0,3.9,70.0,34.0,0,3.599999999999998
272,3.75,29.1,27.5,26.0,20.6,65.0,51.0,8.6,80.0,39.3,0,6.899999999999999
274,3.5499999999999545,28.4,24.5,22.3,19.4,74.0,49.0,6.4,10.0,21.9,0,5.100000000000001
277,3.4500000000000455,29.2,25.8,23.1,17.8,67.0,17.0,10.2,70.0,15.7,0,8.0
74,-1.8500000000000227,29.1,25.8,23.1,19.3,70.0,32.0,10.6,10.0,9.9,0,6.5
284,6.0499999999999545,27.5,24.5,22.3,16.8,73.0,49.0,9.3,10.0,21.9,0,7.699999999999999
7,-1.25,30.1,26.8,23.3,20.6,70.0,44.0,10.2,20.0,9.5,0,6.199999999999999
287,1.3500000000000227,25.3,23.7,21.1,21.1,76.0,49.0,6.5,50.0,23.7,0,2.599999999999998
289,3.8500000000000227,28.4,25.8,25.5,21.6,82.0,83.0,3.0,80.0,24.4,0,4.199999999999999
290,2.75,25.4,23.2,21.5,18.6,70.0,69.0,6.4,50.0,28.8,0,4.599999999999998
292,1.5499999999999545,29.2,25.5,23.4,19.9,84.0,70.0,6.3,80.0,13.7,0,5.600000000000001
75,1.5499999999999545,27.1,26.1,24.5,23.1,78.0,61.0,7.6,80.0,13.7,0,3.0
296,2.3500000000000227,26.3,23.8,21.4,20.9,70.0,72.0,8.5,50.0,35.8,0,2.900000000000002
8,0.4500000000000455,26.3,24.4,23.3,19.9,91.0,74.0,3.1,70.0,38.0,0,4.5
302,3.25,29.4,25.8,22.8,16.0,79.0,88.0,0.3,70.0,9.5,0,9.8
314,3.8500000000000227,20.4,18.4,17.4,15.1,79.0,88.0,0.0,40.0,37.5,0,3.299999999999999
330,8.850000000000023,20.9,17.6,15.1,6.6,74.0,72.0,7.7,20.0,23.7,0,11.000000000000002
331,12.650000000000091,21.3,19.6,17.7,17.6,75.0,45.0,6.5,40.0,30.5,0,2.0
346,10.549999999999955,19.9,15.5,12.7,8.4,67.0,72.0,7.0,30.0,19.0,0,7.1
349,7.649999999999977,17.8,16.4,15.3,12.8,76.0,91.0,0.0,20.0,42.0,0,3.599999999999998
353,4.850000000000023,20.6,18.8,17.2,14.7,75.0,82.0,2.4,20.0,24.9,0,4.100000000000001
4,6.75,21.1,18.4,16.6,14.0,75.0,56.0,3.3,60.0,55.5,0,4.399999999999999
10,10.549999999999955,15.1,13.2,9.6,4.0,70.0,61.0,10.1,20.0,27.3,0,9.2
13,10.649999999999977,18.2,17.2,15.4,13.7,69.0,55.0,2.4,60.0,55.5,0,3.5
16,10.049999999999955,15.3,13.3,10.6,3.2,72.0,22.0,9.2,20.0,44.7,0,10.100000000000001
17,7.5499999999999545,16.2,13.1,10.6,1.1,77.0,60.0,10.2,20.0,30.3,0,12.0
19,14.549999999999955,19.7,16.7,14.7,11.1,67.0,44.0,9.9,20.0,20.5,0,5.6
20,10.350000000000023,12.5,10.4,8.8,6.2,72.0,20.0,9.1,20.0,33.4,0,4.2
22,8.549999999999955,21.8,18.4,16.5,14.0,72.0,40.0,10.0,40.0,14.6,0,4.399999999999999
27,4.149999999999977,25.3,22.1,20.4,19.6,72.0,20.0,10.1,40.0,15.2,0,2.5
28,7.25,21.8,18.2,15.8,9.7,62.0,19.0,9.2,20.0,26.1,0,8.5
30,12.549999999999955,17.3,15.4,13.3,3.7,64.0,91.0,2.4,70.0,18.0,0,11.7
31,0.6499999999999773,20.9,20.6,19.4,19.9,73.0,83.0,2.0,70.0,14.8,0,0.7000000000000028
35,11.950000000000045,16.8,13.5,10.6,10.1,72.0,40.0,9.2,20.0,16.0,0,3.4000000000000004
36,1.75,23.5,21.6,20.4,20.6,75.0,48.0,9.5,40.0,21.2,0,1.0
38,6.9500000000000455,21.2,18.9,17.2,15.0,74.0,35.0,9.8,30.0,18.6,0,3.8999999999999986
39,12.150000000000091,18.8,16.1,13.8,11.1,76.0,49.0,9.1,20.0,30.2,0,5.000000000000002
42,-0.75,25.3,21.5,19.1,19.9,89.0,76.0,3.5,40.0,15.8,0,1.6000000000000014
43,7.350000000000023,18.9,15.2,14.7,13.3,75.0,46.0,9.8,20.0,24.5,0,1.8999999999999986
45,8.850000000000023,20.5,19.0,17.2,16.9,82.0,78.0,1.1,70.0,21.9,0,2.1000000000000014
46,10.549999999999955,18.5,16.7,15.6,15.9,91.0,89.0,1.7,40.0,9.5,0,0.7999999999999989
55,12.650000000000091,18.6,16.6,15.6,13.7,78.0,88.0,0.0,40.0,24.4,0,2.900000000000002
61,9.25,15.5,13.7,12.3,10.0,92.0,95.0,0.0,20.0,26.5,0,3.6999999999999993
69,10.549999999999955,17.2,14.8,11.7,8.4,69.0,22.0,9.0,20.0,12.5,0,6.4
70,7.0499999999999545,18.5,19.2,17.7,13.3,60.0,38.0,9.3,60.0,8.5,0,5.899999999999999
72,8.850000000000023,22.8,18.6,16.7,12.4,65.0,67.0,2.7,50.0,32.9,0,6.200000000000001
73,3.1499999999999773,24.9,22.2,20.8,17.8,79.0,83.0,3.5,70.0,29.8,0,4.399999999999999
74,3.8500000000000227,26.8,21.8,19.9,18.5,79.0,28.0,9.5,70.0,7.4,0,3.3000000000000007
75,0.35000000000002274,26.5,23.1,19.1,16.8,86.0,75.0,6.7,60.0,28.6,0,6.300000000000001
76,-0.75,26.9,22.5,17.7,14.0,69.0,68.0,7.5,70.0,9.2,0,8.5
79,-0.75,27.8,25.5,24.4,22.9,86.0,82.0,2.4,70.0,28.0,0,2.6000000000000014
90,-0.25,27.8,25.5,23.6,20.8,90.0,81.0,1.0,70.0,26.4,0,4.699999999999999
99,-5.4500000000000455,28.5,26.2,24.3,23.8,87.0,69.0,5.0,70.0,15.1,0,2.3999999999999986
137,-1.75,29.1,26.8,24.8,22.9,78.0,60.0,8.4,20.0,19.0,0,3.900000000000002
140,-4.649999999999977,33.8,30.2,28.1,25.9,81.0,51.0,10.6,240.0,33.2,0,4.300000000000001
145,-3.75,33.2,30.3,28.1,25.9,72.0,60.0,9.7,220.0,28.8,0,4.400000000000002
148,-5.350000000000023,32.0,29.7,28.0,25.2,70.0,38.0,9.1,220.0,11.8,0,4.5
150,-5.0499999999999545,33.9,29.1,26.4,24.4,79.0,83.0,6.4,230.0,24.5,0,4.700000000000003
153,-3.75,33.7,30.7,26.8,24.3,74.0,72.0,7.7,210.0,15.9,0,6.399999999999999
154,-4.75,34.2,30.1,28.7,24.4,72.0,22.0,10.5,240.0,9.5,0,5.700000000000003
156,-6.75,34.8,30.0,26.3,24.3,60.0,38.0,11.4,220.0,9.2,0,5.699999999999999
157,-5.0499999999999545,33.2,30.4,29.0,24.0,72.0,35.0,11.4,180.0,9.1,0,6.399999999999999
159,-5.350000000000023,33.0,30.1,27.8,25.1,76.0,32.0,6.4,220.0,11.7,0,5.0
160,-7.9500000000000455,34.0,30.2,28.0,25.0,75.0,41.0,12.0,220.0,12.5,0,5.199999999999999
174,-7.75,31.4,28.9,26.3,26.3,87.0,80.0,5.9,230.0,14.2,0,2.599999999999998
185,-8.25,32.2,29.3,25.4,25.0,72.0,49.0,8.3,270.0,24.3,0,4.300000000000001
186,-5.649999999999977,34.7,31.4,26.0,26.4,80.0,28.0,11.2,170.0,9.9,0,5.0
187,-5.350000000000023,31.7,28.1,26.4,24.8,78.0,29.0,7.1,220.0,8.3,0,3.3000000000000007
188,-13.25,33.0,30.0,29.0,25.3,77.0,38.0,10.0,170.0,15.3,0,4.699999999999999
189,-5.149999999999977,32.2,28.9,26.9,25.6,77.0,47.0,8.8,100.0,16.0,0,3.299999999999997
194,-3.9500000000000455,33.0,30.7,28.4,24.5,72.0,32.0,10.4,260.0,21.8,0,6.199999999999999
195,-5.350000000000023,33.5,30.1,27.8,24.5,74.0,43.0,10.8,20.0,8.0,0,5.600000000000001
198,-4.4500000000000455,33.3,30.1,27.9,24.3,75.0,48.0,10.1,220.0,15.8,0,5.800000000000001
199,-4.0499999999999545,32.2,29.6,26.8,24.8,78.0,44.0,10.0,190.0,11.0,0,4.800000000000001
200,-6.850000000000023,35.8,30.2,28.8,24.9,80.0,33.0,11.4,230.0,14.5,0,5.300000000000001
203,-2.3500000000000227,31.7,28.4,26.0,25.4,84.0,84.0,2.2,40.0,17.2,0,3.0
204,-6.649999999999977,33.0,28.2,26.2,24.4,75.0,72.0,8.5,220.0,9.8,0,3.8000000000000007
210,-7.0499999999999545,30.6,28.8,25.2,25.1,65.0,55.0,3.4,70.0,18.0,0,3.6999999999999993
220,-11.75,33.9,30.6,26.3,24.8,74.0,41.0,9.8,70.0,12.3,0,5.800000000000001
221,-7.850000000000023,31.9,28.2,25.6,23.3,81.0,40.0,9.8,280.0,8.3,0,4.899999999999999
225,-5.149999999999977,29.6,26.5,25.0,23.2,78.0,43.0,9.8,110.0,8.9,0,3.3000000000000007
229,-2.8500000000000227,29.7,27.8,26.4,25.8,73.0,78.0,6.8,100.0,8.9,0,2.0
236,-2.25,28.3,27.2,25.9,22.5,75.0,32.0,8.5,20.0,5.7,0,4.699999999999999
239,-0.5499999999999545,28.5,25.9,24.5,22.9,82.0,60.0,9.3,60.0,15.0,0,3.0
245,1.5499999999999545,31.9,28.0,26.5,24.8,74.0,46.0,7.6,50.0,12.6,0,3.1999999999999993
246,-0.25,31.7,28.3,26.8,25.3,81.0,84.0,2.1,140.0,8.1,0,3.0
252,-5.850000000000023,30.4,28.8,26.8,24.8,58.0,46.0,9.1,230.0,16.0,0,4.0
253,-1.8500000000000227,32.0,29.8,26.8,22.1,73.0,50.0,10.0,10.0,12.0,0,7.699999999999999
254,-3.1499999999999773,29.3,27.8,26.3,25.4,82.0,83.0,3.1,90.0,20.7,0,2.400000000000002
265,4.850000000000023,27.5,26.2,24.0,23.2,77.0,53.0,11.0,230.0,11.1,0,3.0
266,3.5499999999999545,31.1,28.8,26.1,24.3,82.0,79.0,5.0,300.0,10.3,0,4.5
270,4.5499999999999545,30.3,27.1,24.8,24.8,81.0,72.0,7.7,230.0,11.9,0,2.3000000000000007
272,5.5499999999999545,29.8,27.9,26.3,23.1,78.0,79.0,3.6,70.0,11.1,0,4.799999999999997
275,4.0499999999999545,24.4,23.9,21.3,19.6,79.0,47.0,9.5,80.0,9.1,0,4.299999999999997
277,-1.25,30.8,27.0,24.0,20.6,75.0,48.0,9.1,10.0,21.6,0,6.399999999999999
280,3.1499999999999773,25.1,23.1,21.1,21.8,80.0,61.0,7.8,80.0,12.1,0,1.3000000000000007
293,-2.9500000000000455,30.6,27.0,25.5,23.4,84.0,58.0,7.7,100.0,14.8,0,3.6000000000000014
296,3.5499999999999545,26.0,24.8,23.7,21.4,85.0,83.0,0.0,70.0,31.7,0,3.400000000000002
297,3.9500000000000455,28.9,25.2,23.7,19.1,87.0,82.0,2.0,70.0,16.2,0,6.099999999999998
302,4.4500000000000455,25.3,24.9,22.8,21.6,82.0,83.0,3.5,50.0,8.3,0,3.299999999999997
306,1.0499999999999545,28.2,26.6,23.4,23.8,79.0,47.0,4.9,70.0,24.8,0,2.8000000000000007
310,1.9500000000000455,25.8,22.2,18.9,14.6,75.0,56.0,5.9,70.0,14.3,0,7.6
327,6.9500000000000455,20.7,18.6,17.7,14.2,70.0,38.0,9.1,20.0,24.5,0,4.400000000000002
334,11.549999999999955,17.1,15.0,14.4,13.4,75.0,59.0,8.7,60.0,29.7,0,1.5999999999999996
338,10.849999999999909,17.4,16.4,14.9,11.2,75.0,43.0,6.5,30.0,21.5,0,5.199999999999999
339,9.25,20.6,16.6,14.8,11.5,65.0,49.0,9.1,10.0,27.4,0,5.100000000000001
341,10.849999999999909,17.5,14.8,14.0,10.0,73.0,88.0,0.0,20.0,29.0,0,4.800000000000001
344,9.649999999999977,21.4,19.4,18.6,17.4,70.0,59.0,5.7,20.0,10.3,0,2.0
351,10.149999999999977,20.6,18.8,16.4,15.0,58.0,57.0,9.0,60.0,19.2,0,3.8000000000000007
355,9.149999999999977,21.3,20.7,19.6,16.4,76.0,44.0,3.0,50.0,24.9,0,4.300000000000001
7,7.5499999999999545,12.2,10.2,7.7,2.7,46.0,29.0,9.0,20.0,26.0,0,7.499999999999999
15,10.049999999999955,18.2,16.5,14.5,12.5,72.0,51.0,10.0,30.0,11.3,0,4.0
16,21.34999999999991,10.4,8.7,7.0,2.4,46.0,19.0,10.0,20.0,34.3,0,6.299999999999999
19,11.150000000000091,19.1,17.4,14.6,13.0,70.0,46.0,10.1,60.0,11.3,0,4.399999999999999
20,10.549999999999955,20.2,16.6,14.4,11.4,78.0,2.0,10.2,40.0,9.6,0,5.200000000000001
22,12.150000000000091,20.1,18.4,15.2,13.3,74.0,72.0,7.6,20.0,9.2,0,5.099999999999998
30,8.049999999999955,25.5,20.6,19.1,12.3,70.0,38.0,9.6,20.0,11.3,0,8.3
32,-0.25,24.9,22.2,20.3,19.9,81.0,88.0,2.2,20.0,25.9,0,2.3000000000000007
41,4.9500000000000455,25.3,22.4,20.3,19.8,83.0,81.0,1.8,70.0,9.2,0,2.599999999999998
43,13.650000000000091,18.1,17.4,16.6,12.6,79.0,72.0,6.5,40.0,19.0,0,4.799999999999999
55,4.4500000000000455,23.0,20.8,18.2,15.0,77.0,53.0,10.2,70.0,39.5,0,5.800000000000001
65,7.149999999999977,16.2,15.9,14.5,9.5,72.0,44.0,10.7,20.0,35.3,0,6.4
66,5.149999999999977,19.2,17.3,16.4,11.8,62.0,46.0,10.9,40.0,20.5,0,5.5
67,7.149999999999977,23.1,18.3,17.4,16.8,64.0,29.0,6.7,20.0,29.2,0,1.5
68,3.5499999999999545,23.1,18.4,17.2,20.5,68.0,19.0,10.2,40.0,24.8,0,-2.1000000000000014
69,9.450000000000045,17.3,15.7,12.3,11.8,78.0,40.0,9.1,20.0,38.3,0,3.8999999999999986
72,4.649999999999977,16.7,15.6,14.0,11.0,92.0,93.0,0.0,40.0,20.4,0,4.6
79,2.1499999999999773,25.9,24.5,23.8,12.5,79.0,38.0,10.4,60.0,9.8,0,12.0
102,-6.350000000000023,27.5,25.0,24.9,22.1,89.0,88.0,0.5,240.0,10.2,0,2.8999999999999986
103,-1.8500000000000227,29.2,26.9,25.5,23.2,89.0,83.0,3.6,50.0,11.3,0,3.6999999999999993
113,0.049999999999954525,30.6,27.0,25.8,23.7,83.0,81.0,1.2,50.0,11.1,0,3.3000000000000007
115,-1.8500000000000227,25.2,23.1,21.0,20.9,79.0,79.0,3.1,40.0,26.5,0,2.200000000000003
142,-5.75,28.5,26.5,24.0,23.4,61.0,87.0,1.6,20.0,19.4,0,3.1000000000000014
144,-7.149999999999977,32.6,30.0,27.6,25.4,74.0,48.0,10.9,80.0,7.4,0,4.600000000000001
149,-5.149999999999977,32.4,28.3,26.8,24.8,74.0,62.0,7.7,240.0,23.9,0,3.5
150,-4.75,31.8,29.6,26.9,25.7,79.0,69.0,6.7,240.0,13.0,0,3.900000000000002
151,-4.75,33.2,30.8,27.4,24.1,71.0,48.0,10.0,230.0,23.4,0,6.699999999999999
152,-4.850000000000023,33.1,30.6,28.4,24.7,72.0,34.0,11.1,170.0,12.6,0,5.900000000000002
153,-5.4500000000000455,33.2,30.7,28.0,25.8,79.0,48.0,10.0,220.0,10.0,0,4.899999999999999
154,-3.9500000000000455,33.8,30.3,29.3,26.3,78.0,78.0,7.4,200.0,9.8,0,4.0
155,-4.850000000000023,35.1,30.6,28.1,25.9,78.0,25.0,11.1,110.0,13.4,0,4.700000000000003
160,-4.75,32.4,30.0,28.7,25.0,72.0,49.0,10.1,230.0,9.1,0,5.0
164,-4.850000000000023,32.3,29.2,28.1,25.0,75.0,41.0,8.0,230.0,28.4,0,4.199999999999999
165,-5.149999999999977,33.3,30.1,28.1,25.8,78.0,72.0,7.7,190.0,12.4,0,4.300000000000001
166,-5.350000000000023,32.8,29.0,27.5,25.6,80.0,77.0,6.5,230.0,15.8,0,3.3999999999999986
170,-13.049999999999955,32.5,30.1,28.0,25.5,78.0,79.0,6.6,200.0,12.8,0,4.600000000000001
174,-4.9500000000000455,32.4,28.8,26.0,25.1,77.0,60.0,8.4,230.0,26.0,0,3.6999999999999993
175,-4.0499999999999545,29.5,27.4,27.4,25.9,79.0,60.0,5.1,110.0,11.3,0,1.5
181,-4.9500000000000455,33.0,30.1,27.0,25.4,81.0,48.0,8.8,240.0,16.0,0,4.700000000000003
182,-4.5499999999999545,32.5,30.0,28.1,26.2,78.0,57.0,9.1,220.0,14.8,0,3.8000000000000007
186,-6.75,35.1,31.0,26.9,25.0,74.0,58.0,10.6,180.0,8.9,0,6.0
189,-4.4500000000000455,32.3,29.3,27.0,24.8,81.0,56.0,9.1,170.0,9.5,0,4.5
190,-7.649999999999977,32.3,29.1,26.9,25.8,74.0,72.0,11.8,200.0,11.2,0,3.3000000000000007
191,-7.0499999999999545,33.8,30.3,28.3,26.4,81.0,87.0,5.7,230.0,21.8,0,3.900000000000002
195,-3.5499999999999545,32.8,30.2,28.9,25.4,78.0,43.0,8.1,240.0,10.2,0,4.800000000000001
200,-14.25,35.1,31.0,26.8,26.1,77.0,57.0,9.1,20.0,20.9,0,4.899999999999999
201,-3.75,32.3,29.2,27.8,24.6,84.0,72.0,6.2,100.0,12.0,0,4.599999999999998
204,-5.149999999999977,31.2,28.6,25.3,25.4,76.0,46.0,11.7,220.0,12.6,0,3.200000000000003
214,-4.9500000000000455,34.4,30.3,28.7,25.3,77.0,43.0,8.4,120.0,13.8,0,5.0
218,-4.75,33.4,29.0,25.9,23.3,74.0,32.0,10.2,50.0,22.8,0,5.699999999999999
223,-5.350000000000023,34.2,30.1,27.8,24.7,74.0,72.0,10.4,220.0,8.9,0,5.400000000000002
224,-6.5499999999999545,32.8,30.1,28.1,24.3,74.0,23.0,10.4,220.0,12.4,0,5.800000000000001
232,-2.1499999999999773,33.0,30.1,27.5,24.2,70.0,39.0,9.5,10.0,28.3,0,5.900000000000002
246,-2.8500000000000227,31.0,28.0,26.5,23.3,85.0,58.0,6.0,80.0,14.5,0,4.699999999999999
247,-6.5499999999999545,30.8,28.1,26.9,25.9,87.0,53.0,11.1,200.0,37.0,0,2.200000000000003
248,-0.25,30.2,28.1,26.2,24.1,80.0,70.0,6.2,210.0,14.8,0,4.0
251,0.049999999999954525,30.9,28.3,26.6,21.2,75.0,32.0,10.0,220.0,25.0,0,7.100000000000001
254,-6.5499999999999545,32.8,29.6,25.5,20.9,75.0,38.0,10.1,220.0,12.8,0,8.700000000000003
263,-5.649999999999977,28.2,25.5,23.9,21.6,68.0,39.0,8.2,230.0,8.7,0,3.8999999999999986
264,0.25,28.6,25.8,22.4,24.7,79.0,84.0,6.7,190.0,8.3,0,1.1000000000000014
265,2.25,30.2,27.7,24.5,20.9,76.0,68.0,7.7,70.0,8.3,0,6.800000000000001
266,5.649999999999977,31.0,28.7,26.6,24.8,85.0,53.0,4.5,220.0,14.7,0,3.8999999999999986
268,0.4500000000000455,29.2,25.3,23.1,20.7,77.0,19.0,9.5,20.0,10.3,0,4.600000000000001
269,2.1499999999999773,31.8,28.0,26.4,24.7,79.0,72.0,7.8,210.0,20.2,0,3.3000000000000007
283,2.1499999999999773,28.9,25.4,23.4,19.6,75.0,51.0,7.7,40.0,22.8,0,5.799999999999997
286,5.850000000000023,25.4,23.1,22.1,16.3,82.0,59.0,1.0,40.0,29.6,0,6.800000000000001
288,0.5499999999999545,28.2,25.8,23.4,21.4,70.0,53.0,9.3,70.0,33.5,0,4.400000000000002
290,-0.25,29.8,26.8,24.5,21.1,78.0,49.0,9.7,80.0,24.4,0,5.699999999999999
312,7.5499999999999545,21.1,18.7,15.9,13.9,75.0,46.0,3.3,40.0,15.8,0,4.799999999999999
316,8.549999999999955,25.1,22.6,18.2,17.8,68.0,34.0,9.1,60.0,15.3,0,4.800000000000001
331,7.149999999999977,17.4,15.2,14.0,-0.3,45.0,17.0,8.5,50.0,15.4,0,15.5
332,9.149999999999977,19.2,16.7,13.7,3.5,70.0,47.0,9.1,20.0,35.6,0,13.2
338,9.549999999999955,17.5,15.5,14.2,10.0,78.0,78.0,3.5,20.0,25.0,0,5.5
345,3.0499999999999545,16.3,16.5,15.8,16.6,91.0,83.0,0.3,50.0,29.8,0,-0.10000000000000142
350,7.5499999999999545,20.1,16.8,14.8,8.8,70.0,78.0,6.6,50.0,14.7,0,8.0
351,3.75,20.9,18.8,17.8,15.0,79.0,83.0,1.6,50.0,20.0,0,3.8000000000000007
353,4.350000000000023,19.9,18.8,17.6,16.7,86.0,82.0,0.0,70.0,18.6,0,2.1000000000000014
357,8.549999999999955,22.9,20.8,19.2,15.5,76.0,49.0,9.3,50.0,35.6,0,5.300000000000001
5,8.549999999999955,21.3,18.4,15.2,9.6,52.0,45.0,3.6,40.0,24.8,0,8.799999999999999
7,9.549999999999955,19.5,18.4,15.3,11.3,56.0,46.0,7.6,20.0,28.4,0,7.099999999999998
10,12.150000000000091,16.5,14.4,12.0,8.6,77.0,84.0,1.0,50.0,38.3,0,5.800000000000001
18,21.34999999999991,17.5,16.2,14.1,11.8,68.0,60.0,2.5,50.0,13.4,0,4.399999999999999
22,9.350000000000023,21.9,17.8,15.8,14.3,52.0,49.0,9.1,50.0,10.2,0,3.5
30,4.850000000000023,23.1,20.8,19.2,15.5,74.0,49.0,7.7,40.0,14.3,0,5.300000000000001
32,6.25,23.2,22.1,20.1,18.8,82.0,69.0,1.1,40.0,20.5,0,3.3000000000000007
33,7.149999999999977,21.3,18.8,17.3,13.6,52.0,56.0,2.9,40.0,21.3,0,5.200000000000001
36,9.850000000000023,18.2,17.1,16.3,9.5,78.0,89.0,0.0,50.0,28.4,0,7.600000000000001
38,8.549999999999955,21.1,18.2,17.8,16.9,74.0,44.0,9.5,20.0,26.7,0,1.3000000000000007
39,9.850000000000023,20.4,17.8,14.8,15.0,75.0,43.0,9.2,60.0,11.9,0,2.8000000000000007
42,2.5499999999999545,21.2,19.4,17.3,17.0,75.0,46.0,4.1,20.0,19.0,0,2.3999999999999986
49,3.5499999999999545,21.3,19.5,17.6,17.6,75.0,70.0,2.2,50.0,16.5,0,1.8999999999999986
51,11.150000000000091,17.2,15.6,12.8,8.6,79.0,49.0,9.1,20.0,35.3,0,7.0
54,5.5499999999999545,22.5,20.1,19.1,16.4,76.0,71.0,6.1,40.0,20.5,0,3.700000000000003
57,-1.25,20.9,20.9,19.1,14.9,86.0,80.0,1.6,60.0,13.8,0,5.999999999999998
64,4.649999999999977,21.3,19.5,18.4,15.5,76.0,72.0,7.2,70.0,25.1,0,4.0
65,6.149999999999977,21.6,19.6,17.0,17.9,69.0,54.0,1.0,50.0,29.6,0,1.7000000000000028
69,1.75,17.8,16.0,16.9,16.6,90.0,51.0,9.5,60.0,24.9,0,-0.6000000000000014
70,1.3500000000000227,25.1,20.0,19.0,19.5,72.0,47.0,10.8,30.0,28.8,0,0.5
71,8.149999999999977,20.9,18.4,16.9,8.9,75.0,43.0,11.0,20.0,7.4,0,9.499999999999998
72,2.3500000000000227,25.2,21.8,19.1,19.9,83.0,80.0,3.4,70.0,16.5,0,1.9000000000000021
96,-4.0499999999999545,28.2,26.7,25.3,23.1,87.0,86.0,0.3,100.0,12.0,0,3.599999999999998
